,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,,, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,,,Column1,,,,,
747,HBI,Year 4,12/31/2016," $6,028,199,000 ",6028199000.00," $3,752,151,000 "," $1,500,399,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
748,HCA,Year 1,12/31/2012," $33,013,000,000 ",33013000000.00," $5,717,000,000 "," $20,801,000,000 ", $-   , -   ,    ," $1,679,000,000 ",Health Care,Health Care Facilities,,,,,,    ,,
749,HCA,Year 2,12/31/2013," $34,182,000,000 ",34182000000.00," $5,970,000,000 "," $21,667,000,000 ", $-   , -   ,    ," $1,753,000,000 ",Health Care,Health Care Facilities,,,,,,    ,,
750,HCA,Year 3,12/31/2014," $36,918,000,000 ",36918000000.00," $6,262,000,000 "," $23,271,000,000 ", $-   , -   ,    ," $1,820,000,000 ",Health Care,Health Care Facilities,,,,,,    ,,
751,HCA,Year 4,12/31/2015," $39,678,000,000 ",39678000000.00," $6,638,000,000 "," $25,171,000,000 ", $-   , -   ,    ," $1,904,000,000 ",Health Care,Health Care Facilities,,,,,,    ,,
752,HCN,Year 1,12/31/2012," $1,765,979,000 ",1765979000.00," $567,989,000 "," $158,950,000 ", $-   , -   ,    ," $506,220,000 ",Real Estate,REITs,,,,,,    ,,
753,HCN,Year 2,12/31/2013," $2,847,945,000 ",2847945000.00," $1,206,813,000 "," $241,719,000 ", $-   , -   ,    ," $865,800,000 ",Real Estate,REITs,,,,,,    ,,
754,HCN,Year 3,12/31/2014," $3,305,879,000 ",3305879000.00," $1,403,358,000 "," $212,481,000 ", $-   , -   ,    ," $844,130,000 ",Real Estate,REITs,,,,,,    ,,
755,HCN,Year 4,12/31/2015," $3,775,685,000 ",3775685000.00," $1,622,257,000 "," $258,342,000 ", $-   , -   ,    ," $826,240,000 ",Real Estate,REITs,,,,,,    ,,
756,HCP,Year 1,12/31/2013," $2,013,719,000 ",2013719000.00, $-   ," $401,324,000 ", $-   , -   ,    ," $423,312,000 ",Real Estate,REITs,,,,,,    ,,
757,HCP,Year 2,12/31/2014," $1,563,210,000 ",1563210000.00, $-   ," $463,059,000 ", $-   , -   ,    ," $455,016,000 ",Real Estate,REITs,,,,,,    ,,
758,HCP,Year 3,12/31/2015," $1,828,305,000 ",1828305000.00, $-   ," $706,644,000 ", $-   , -   ,    ," $504,905,000 ",Real Estate,REITs,,,,,,    ,,
759,HCP,Year 4,12/31/2016," $2,040,486,000 ",2040486000.00, $-   ," $842,010,000 ", $-   , -   ,    ," $568,108,000 ",Real Estate,REITs,,,,,,    ,,
760,HD,Year 1,02-03-2013," $74,754,000,000 ",74754000000.00," $48,912,000,000 "," $16,508,000,000 ", $-   , -   ,    ," $1,568,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
761,HD,Year 2,02-02-2014," $78,812,000,000 ",78812000000.00," $51,897,000,000 "," $16,122,000,000 ", $-   , -   ,    ," $1,627,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
762,HD,Year 3,02-01-2015," $83,176,000,000 ",83176000000.00," $54,787,000,000 "," $16,280,000,000 ", $-   , -   ,    ," $1,640,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
763,HD,Year 4,1/31/2016," $88,519,000,000 ",88519000000.00," $58,254,000,000 "," $16,801,000,000 ", $-   , -   ,    ," $1,690,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
764,HES,Year 1,12/31/2012," $12,245,000,000 ",12245000000.00," $3,535,000,000 "," $1,126,000,000 ", $-   , -   ,    ," $2,866,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
765,HES,Year 2,12/31/2013," $11,905,000,000 ",11905000000.00," $3,969,000,000 "," $1,045,000,000 ", $-   , -   ,    ," $2,687,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
766,HES,Year 3,12/31/2014," $10,737,000,000 ",10737000000.00," $3,753,000,000 "," $863,000,000 ", $-   , -   ,    ," $3,224,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
767,HES,Year 4,12/31/2015," $6,636,000,000 ",6636000000.00," $3,323,000,000 "," $703,000,000 ", $-   , -   ,    ," $3,955,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
768,HIG,Year 1,12/31/2012," $22,086,000,000 ",22086000000.00," $13,195,000,000 ", $-   , $-   , -   ,    ," $7,080,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
769,HIG,Year 2,12/31/2013," $20,673,000,000 ",20673000000.00," $11,048,000,000 ", $-   , $-   , -   ,    ," $5,970,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
770,HIG,Year 3,12/31/2014," $18,614,000,000 ",18614000000.00," $10,805,000,000 ", $-   , $-   , -   ,    ," $5,757,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
771,HIG,Year 4,12/31/2015," $18,377,000,000 ",18377000000.00," $10,775,000,000 ", $-   , $-   , -   ,    ," $5,274,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
772,HOG,Year 1,12/31/2012," $5,580,506,000 ",5580506000.00," $3,440,623,000 "," $1,111,232,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Motorcycle Manufacturers,,,,,,    ,,
773,HOG,Year 2,12/31/2013," $5,899,872,000 ",5899872000.00," $3,621,417,000 "," $1,124,753,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Motorcycle Manufacturers,,,,,,    ,,
774,HOG,Year 3,12/31/2014," $6,228,508,000 ",6228508000.00," $3,788,023,000 "," $1,159,502,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Motorcycle Manufacturers,,,,,,    ,,
775,HOG,Year 4,12/31/2015," $5,995,402,000 ",5995402000.00," $3,619,612,000 "," $1,220,095,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Motorcycle Manufacturers,,,,,,    ,,
776,HOLX,Year 1,9/28/2013," $2,492,300,000 ",2492300000.00," $1,330,900,000 "," $661,100,000 "," $197,600,000 "," 197,600,000 "," 197,600,000 "," $112,600,000 ",Health Care,Health Care Equipment,,,,,," 197,600,000 ",,
777,HOLX,Year 2,9/27/2014," $2,530,700,000 ",2530700000.00," $1,285,200,000 "," $591,500,000 "," $203,200,000 "," 203,200,000 "," 203,200,000 "," $113,800,000 ",Health Care,Health Care Equipment,,,,,," 203,200,000 ",,
778,HOLX,Year 3,9/26/2015," $2,705,000,000 ",2705000000.00," $1,272,300,000 "," $624,000,000 "," $214,900,000 "," 214,900,000 "," 214,900,000 "," $110,200,000 ",Health Care,Health Care Equipment,,,,,," 214,900,000 ",,
779,HOLX,Year 4,9/24/2016," $2,832,700,000 ",2832700000.00," $1,269,400,000 "," $682,400,000 "," $232,100,000 "," 232,100,000 "," 232,100,000 "," $89,700,000 ",Health Care,Health Care Equipment,,,,,," 232,100,000 ",,
780,HON,Year 1,12/31/2013," $39,055,000,000 ",39055000000.00," $28,364,000,000 "," $5,190,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
781,HON,Year 2,12/31/2014," $40,306,000,000 ",40306000000.00," $28,957,000,000 "," $5,518,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
782,HON,Year 3,12/31/2015," $38,581,000,000 ",38581000000.00," $26,747,000,000 "," $5,006,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
783,HON,Year 4,12/31/2016," $39,302,000,000 ",39302000000.00," $27,150,000,000 "," $5,469,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
784,HP,Year 1,9/30/2013," $3,387,614,000 ",3387614000.00," $1,852,768,000 "," $126,250,000 "," $15,235,000 "," 15,235,000 "," 15,235,000 "," $455,623,000 ",Energy,Oil & Gas Drilling,,,,,," 15,235,000 ",,
785,HP,Year 2,9/30/2014," $3,715,968,000 ",3715968000.00," $2,006,715,000 "," $116,190,000 "," $15,905,000 "," 15,905,000 "," 15,905,000 "," $523,984,000 ",Energy,Oil & Gas Drilling,,,,,," 15,905,000 ",,
786,HP,Year 3,9/30/2015," $3,161,702,000 ",3161702000.00," $1,703,476,000 "," $122,878,000 "," $16,104,000 "," 16,104,000 "," 16,104,000 "," $608,039,000 ",Energy,Oil & Gas Drilling,,,,,," 16,104,000 ",,
787,HP,Year 4,9/30/2016," $1,624,232,000 ",1624232000.00," $898,805,000 "," $136,287,000 "," $10,269,000 "," 10,269,000 "," 10,269,000 "," $598,587,000 ",Energy,Oil & Gas Drilling,,,,,," 10,269,000 ",,
788,HPE,Year 1,10/31/2014," $55,123,000,000 ",55123000000.00," $39,486,000,000 "," $8,717,000,000 "," $2,197,000,000 "," 2,197,000,000 "," 2,197,000,000 "," $906,000,000 ",Information Technology,"Technology Hardware, Storage & Peripherals",,,,,," 2,197,000,000 ",,
789,HPE,Year 2,10/31/2015," $52,107,000,000 ",52107000000.00," $37,168,000,000 "," $9,047,000,000 "," $2,338,000,000 "," 2,338,000,000 "," 2,338,000,000 "," $852,000,000 ",Information Technology,"Technology Hardware, Storage & Peripherals",,,,,," 2,338,000,000 ",,
790,HPE,Year 3,10/31/2016," $50,123,000,000 ",50123000000.00," $35,507,000,000 "," $8,419,000,000 "," $2,298,000,000 "," 2,298,000,000 "," 2,298,000,000 "," $755,000,000 ",Information Technology,"Technology Hardware, Storage & Peripherals",,,,,," 2,298,000,000 ",,
791,HPQ,Year 1,10/31/2013," $112,298,000,000 ",112298000000.00," $86,380,000,000 "," $13,267,000,000 "," $3,135,000,000 "," 3,135,000,000 "," 3,135,000,000 "," $1,373,000,000 ",Information Technology,Computer Hardware,,,,,," 3,135,000,000 ",,
792,HPQ,Year 2,10/31/2014," $56,651,000,000 ",56651000000.00," $45,431,000,000 "," $5,361,000,000 "," $1,298,000,000 "," 1,298,000,000 "," 1,298,000,000 "," $129,000,000 ",Information Technology,Computer Hardware,,,,,," 1,298,000,000 ",,
793,HPQ,Year 3,10/31/2015," $51,463,000,000 ",51463000000.00," $41,524,000,000 "," $4,663,000,000 "," $1,191,000,000 "," 1,191,000,000 "," 1,191,000,000 "," $102,000,000 ",Information Technology,Computer Hardware,,,,,," 1,191,000,000 ",,
794,HPQ,Year 4,10/31/2016," $48,238,000,000 ",48238000000.00," $39,240,000,000 "," $4,019,000,000 "," $1,209,000,000 "," 1,209,000,000 "," 1,209,000,000 "," $16,000,000 ",Information Technology,Computer Hardware,,,,,," 1,209,000,000 ",,
795,HRB,Year 1,4/30/2013," $2,807,114,000 ",2807114000.00," $1,123,773,000 "," $828,095,000 ", $-   , -   ,    ," $92,407,000 ",Financials,Consumer Finance,,,,,,    ,,
796,HRB,Year 2,4/30/2014," $3,024,295,000 ",3024295000.00," $1,179,405,000 "," $830,789,000 ", $-   , -   ,    ," $115,604,000 ",Financials,Consumer Finance,,,,,,    ,,
797,HRB,Year 3,4/30/2015," $3,078,658,000 ",3078658000.00," $1,231,104,000 "," $818,091,000 ", $-   , -   ,    ," $159,804,000 ",Financials,Consumer Finance,,,,,,    ,,
798,HRB,Year 4,4/30/2016," $3,038,153,000 ",3038153000.00," $1,250,320,000 "," $905,648,000 ", $-   , -   ,    ," $173,598,000 ",Financials,Consumer Finance,,,,,,    ,,
799,HRL,Year 1,10/27/2013," $8,751,654,000 ",8751654000.00," $7,338,838,000 "," $627,340,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
800,HRL,Year 2,10/26/2014," $9,316,256,000 ",9316256000.00," $7,751,273,000 "," $650,948,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
801,HRL,Year 3,10/31/2015," $9,263,863,000 ",9263863000.00," $7,455,282,000 "," $743,611,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
802,HRL,Year 4,10/30/2016," $9,523,224,000 ",9523224000.00," $7,365,049,000 "," $871,974,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
803,HRS,Year 1,6/28/2013," $5,112,000,000 ",5112000000.00," $3,385,000,000 "," $914,000,000 ", $-   , -   ,    , $-   ,Information Technology,Telecommunications Equipment,,,,,,    ,,
804,HRS,Year 2,6/27/2014," $5,012,000,000 ",5012000000.00," $3,310,000,000 "," $820,000,000 ", $-   , -   ,    , $-   ,Information Technology,Telecommunications Equipment,,,,,,    ,,
805,HRS,Year 3,07-03-2015," $5,083,000,000 ",5083000000.00," $3,348,000,000 "," $976,000,000 ", $-   , -   ,    , $-   ,Information Technology,Telecommunications Equipment,,,,,,    ,,
806,HRS,Year 4,07-01-2016," $7,467,000,000 ",7467000000.00," $5,132,000,000 "," $1,186,000,000 ", $-   , -   ,    , $-   ,Information Technology,Telecommunications Equipment,,,,,,    ,,
807,HSIC,Year 1,12/29/2012," $8,939,967,000 ",8939967000.00," $6,432,454,000 "," $1,873,360,000 ", $-   , -   ,    , $-   ,Health Care,Health Care Distributors,,,,,,    ,,
808,HSIC,Year 2,12/28/2013," $9,560,647,000 ",9560647000.00," $6,904,633,000 "," $1,978,960,000 ", $-   , -   ,    , $-   ,Health Care,Health Care Distributors,,,,,,    ,,
809,HSIC,Year 3,12/27/2014," $10,371,390,000 ",10371390000.00," $7,460,075,000 "," $2,196,173,000 ", $-   , -   ,    , $-   ,Health Care,Health Care Distributors,,,,,,    ,,
810,HSIC,Year 4,12/26/2015," $10,629,719,000 ",10629719000.00," $7,617,460,000 "," $2,243,356,000 ", $-   , -   ,    , $-   ,Health Care,Health Care Distributors,,,,,,    ,,
811,HST,Year 1,12/31/2012," $5,059,000,000 ",5059000000.00," $1,885,000,000 "," $2,101,000,000 ", $-   , -   ,    ," $722,000,000 ",Real Estate,REITs,,,,,,    ,,
812,HST,Year 2,12/31/2013," $5,166,000,000 ",5166000000.00," $1,989,000,000 "," $1,968,000,000 ", $-   , -   ,    ," $697,000,000 ",Real Estate,REITs,,,,,,    ,,
813,HST,Year 3,12/31/2014," $5,354,000,000 ",5354000000.00," $2,033,000,000 "," $1,920,000,000 ", $-   , -   ,    ," $701,000,000 ",Real Estate,REITs,,,,,,    ,,
814,HST,Year 4,12/31/2015," $5,387,000,000 ",5387000000.00," $2,012,000,000 "," $2,011,000,000 ", $-   , -   ,    ," $716,000,000 ",Real Estate,REITs,,,,,,    ,,
815,HSY,Year 1,12/31/2012," $6,644,252,000 ",6644252000.00," $3,784,370,000 "," $1,703,796,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
816,HSY,Year 2,12/31/2013," $7,146,079,000 ",7146079000.00," $3,865,231,000 "," $1,924,132,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
817,HSY,Year 3,12/31/2014," $7,421,768,000 ",7421768000.00," $4,085,602,000 "," $1,898,284,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
818,HSY,Year 4,12/31/2015," $7,386,626,000 ",7386626000.00," $4,003,951,000 "," $1,969,308,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
819,HUM,Year 1,12/31/2013," $41,313,000,000 ",41313000000.00," $32,564,000,000 ", $-   , $-   , -   ,    ," $6,688,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
820,HUM,Year 2,12/31/2014," $48,500,000,000 ",48500000000.00," $38,166,000,000 ", $-   , $-   , -   ,    ," $7,972,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
821,HUM,Year 3,12/31/2015," $54,289,000,000 ",54289000000.00," $44,269,000,000 ", $-   , $-   , -   ,    ," $7,673,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
822,HUM,Year 4,12/31/2016," $54,379,000,000 ",54379000000.00," $45,007,000,000 ", $-   , $-   , -   ,    ," $7,631,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
823,IBM,Year 1,12/31/2012," $102,874,000,000 ",102874000000.00," $52,513,000,000 "," $22,389,000,000 "," $5,816,000,000 "," 5,816,000,000 "," 5,816,000,000 ", $-   ,Information Technology,IT Consulting & Other Services,,,,,," 5,816,000,000 ",,
824,IBM,Year 2,12/31/2013," $98,367,000,000 ",98367000000.00," $49,683,000,000 "," $22,629,000,000 "," $5,743,000,000 "," 5,743,000,000 "," 5,743,000,000 ", $-   ,Information Technology,IT Consulting & Other Services,,,,,," 5,743,000,000 ",,
825,IBM,Year 3,12/31/2014," $92,793,000,000 ",92793000000.00," $46,386,000,000 "," $22,438,000,000 "," $5,437,000,000 "," 5,437,000,000 "," 5,437,000,000 ", $-   ,Information Technology,IT Consulting & Other Services,,,,,," 5,437,000,000 ",,
826,IBM,Year 4,12/31/2015," $81,741,000,000 ",81741000000.00," $41,057,000,000 "," $19,748,000,000 "," $5,247,000,000 "," 5,247,000,000 "," 5,247,000,000 ", $-   ,Information Technology,IT Consulting & Other Services,,,,,," 5,247,000,000 ",,
827,IDXX,Year 1,12/31/2012," $1,293,338,000 ",1293338000.00," $594,190,000 "," $354,571,000 "," $82,014,000 "," 82,014,000 "," 82,014,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 82,014,000 ",,
828,IDXX,Year 2,12/31/2013," $1,377,058,000 ",1377058000.00," $620,940,000 "," $401,353,000 "," $88,003,000 "," 88,003,000 "," 88,003,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 88,003,000 ",,
829,IDXX,Year 3,12/31/2014," $1,485,807,000 ",1485807000.00," $669,691,000 "," $457,598,000 "," $98,263,000 "," 98,263,000 "," 98,263,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 98,263,000 ",,
830,IDXX,Year 4,12/31/2015," $1,601,892,000 ",1601892000.00," $711,622,000 "," $482,465,000 "," $99,681,000 "," 99,681,000 "," 99,681,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 99,681,000 ",,
831,IFF,Year 1,12/31/2012," $2,821,446,000 ",2821446000.00," $1,645,912,000 "," $453,535,000 "," $233,713,000 "," 233,713,000 "," 233,713,000 ", $-   ,Materials,Specialty Chemicals,,,,,," 233,713,000 ",,
832,IFF,Year 2,12/31/2013," $2,952,896,000 ",2952896000.00," $1,668,691,000 "," $505,877,000 "," $259,838,000 "," 259,838,000 "," 259,838,000 ", $-   ,Materials,Specialty Chemicals,,,,,," 259,838,000 ",,
833,IFF,Year 3,12/31/2014," $3,088,533,000 ",3088533000.00," $1,726,383,000 "," $514,891,000 "," $253,640,000 "," 253,640,000 "," 253,640,000 ", $-   ,Materials,Specialty Chemicals,,,,,," 253,640,000 ",,
834,IFF,Year 4,12/31/2015," $3,023,189,000 ",3023189000.00," $1,671,590,000 "," $509,557,000 "," $246,101,000 "," 246,101,000 "," 246,101,000 ", $-   ,Materials,Specialty Chemicals,,,,,," 246,101,000 ",,
835,ILMN,Year 1,12/29/2013," $1,421,178,000 ",1421178000.00," $509,291,000 "," $397,285,000 "," $276,743,000 "," 276,743,000 "," 276,743,000 ", $-   ,Health Care,Life Sciences Tools & Services,,,,,," 276,743,000 ",,
836,ILMN,Year 2,12/28/2014," $1,861,358,000 ",1861358000.00," $563,648,000 "," $471,921,000 "," $388,055,000 "," 388,055,000 "," 388,055,000 ", $-   ,Health Care,Life Sciences Tools & Services,,,,,," 388,055,000 ",,
837,ILMN,Year 3,01-03-2016," $2,219,762,000 ",2219762000.00," $670,472,000 "," $522,046,000 "," $401,527,000 "," 401,527,000 "," 401,527,000 ", $-   ,Health Care,Life Sciences Tools & Services,,,,,," 401,527,000 ",,
838,ILMN,Year 4,01-01-2017," $2,398,373,000 ",2398373000.00," $731,925,000 "," $584,491,000 "," $504,415,000 "," 504,415,000 "," 504,415,000 ", $-   ,Health Care,Life Sciences Tools & Services,,,,,," 504,415,000 ",,
839,INTC,Year 1,12/28/2013," $52,708,000,000 ",52708000000.00," $21,187,000,000 "," $8,088,000,000 "," $10,611,000,000 "," 10,611,000,000 "," 10,611,000,000 "," $291,000,000 ",Information Technology,Semiconductors,,,,,," 10,611,000,000 ",,
840,INTC,Year 2,12/27/2014," $55,870,000,000 ",55870000000.00," $20,261,000,000 "," $8,136,000,000 "," $11,537,000,000 "," 11,537,000,000 "," 11,537,000,000 "," $294,000,000 ",Information Technology,Semiconductors,,,,,," 11,537,000,000 ",,
841,INTC,Year 3,12/26/2015," $55,355,000,000 ",55355000000.00," $20,676,000,000 "," $7,930,000,000 "," $12,128,000,000 "," 12,128,000,000 "," 12,128,000,000 "," $265,000,000 ",Information Technology,Semiconductors,,,,,," 12,128,000,000 ",,
842,INTC,Year 4,12/31/2016," $59,387,000,000 ",59387000000.00," $23,196,000,000 "," $8,397,000,000 "," $12,740,000,000 "," 12,740,000,000 "," 12,740,000,000 "," $294,000,000 ",Information Technology,Semiconductors,,,,,," 12,740,000,000 ",,
843,INTU,Year 1,7/31/2013," $3,946,000,000 ",3946000000.00," $527,000,000 "," $1,534,000,000 "," $647,000,000 "," 647,000,000 "," 647,000,000 "," $30,000,000 ",Information Technology,Internet Software & Services,,,,,," 647,000,000 ",,
844,INTU,Year 2,7/31/2014," $4,243,000,000 ",4243000000.00," $603,000,000 "," $1,601,000,000 "," $714,000,000 "," 714,000,000 "," 714,000,000 "," $25,000,000 ",Information Technology,Internet Software & Services,,,,,," 714,000,000 ",,
845,INTU,Year 3,7/31/2015," $4,192,000,000 ",4192000000.00," $695,000,000 "," $1,771,000,000 "," $798,000,000 "," 798,000,000 "," 798,000,000 "," $42,000,000 ",Information Technology,Internet Software & Services,,,,,," 798,000,000 ",,
846,INTU,Year 4,7/31/2016," $4,694,000,000 ",4694000000.00," $730,000,000 "," $1,807,000,000 "," $881,000,000 "," 881,000,000 "," 881,000,000 "," $34,000,000 ",Information Technology,Internet Software & Services,,,,,," 881,000,000 ",,
847,IP,Year 1,12/31/2012," $21,852,000,000 ",21852000000.00," $15,287,000,000 "," $3,303,000,000 ", $-   , -   ,    ," $1,473,000,000 ",Materials,Paper Packaging,,,,,,    ,,
848,IP,Year 2,12/31/2013," $23,483,000,000 ",23483000000.00," $16,282,000,000 "," $3,557,000,000 ", $-   , -   ,    ," $1,531,000,000 ",Materials,Paper Packaging,,,,,,    ,,
849,IP,Year 3,12/31/2014," $23,617,000,000 ",23617000000.00," $16,254,000,000 "," $3,494,000,000 ", $-   , -   ,    ," $1,406,000,000 ",Materials,Paper Packaging,,,,,,    ,,
850,IP,Year 4,12/31/2015," $22,365,000,000 ",22365000000.00," $15,468,000,000 "," $3,219,000,000 ", $-   , -   ,    ," $1,294,000,000 ",Materials,Paper Packaging,,,,,,    ,,
851,IPG,Year 1,12/31/2012," $6,956,200,000 ",6956200000.00, $-   ," $6,279,100,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Advertising,,,,,,    ,,
852,IPG,Year 2,12/31/2013," $7,122,300,000 ",7122300000.00, $-   ," $6,463,400,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Advertising,,,,,,    ,,
853,IPG,Year 3,12/31/2014," $7,537,100,000 ",7537100000.00, $-   ," $6,748,500,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Advertising,,,,,,    ,,
854,IPG,Year 4,12/31/2015," $7,613,800,000 ",7613800000.00, $-   ," $6,742,700,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Advertising,,,,,,    ,,
855,IRM,Year 1,12/31/2012," $3,003,955,000 ",3003955000.00," $1,277,113,000 "," $850,371,000 ", $-   , -   ,    ," $316,344,000 ",Real Estate,REITs,,,,,,    ,,
856,IRM,Year 2,12/31/2013," $3,024,623,000 ",3024623000.00," $1,288,878,000 "," $924,031,000 ", $-   , -   ,    ," $322,037,000 ",Real Estate,REITs,,,,,,    ,,
857,IRM,Year 3,12/31/2014," $3,117,693,000 ",3117693000.00," $1,344,636,000 "," $869,572,000 ", $-   , -   ,    ," $353,143,000 ",Real Estate,REITs,,,,,,    ,,
858,IRM,Year 4,12/31/2015," $3,007,976,000 ",3007976000.00," $1,290,025,000 "," $844,960,000 ", $-   , -   ,    ," $345,464,000 ",Real Estate,REITs,,,,,,    ,,
859,ISRG,Year 1,12/31/2013," $2,265,100,000 ",2265100000.00," $670,900,000 "," $574,000,000 "," $167,700,000 "," 167,700,000 "," 167,700,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 167,700,000 ",,
860,ISRG,Year 2,12/31/2014," $2,131,700,000 ",2131700000.00," $717,900,000 "," $691,000,000 "," $178,000,000 "," 178,000,000 "," 178,000,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 178,000,000 ",,
861,ISRG,Year 3,12/31/2015," $2,384,400,000 ",2384400000.00," $806,500,000 "," $640,500,000 "," $197,400,000 "," 197,400,000 "," 197,400,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 197,400,000 ",,
862,ISRG,Year 4,12/31/2016," $2,704,400,000 ",2704400000.00," $814,300,000 "," $705,300,000 "," $239,600,000 "," 239,600,000 "," 239,600,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 239,600,000 ",,
863,ITW,Year 1,12/31/2013," $14,135,000,000 ",14135000000.00," $8,554,000,000 "," $2,815,000,000 ", $-   , -   ,    ," $250,000,000 ",Industrials,Industrial Machinery,,,,,,    ,,
864,ITW,Year 2,12/31/2014," $14,484,000,000 ",14484000000.00," $8,673,000,000 "," $2,678,000,000 ", $-   , -   ,    ," $245,000,000 ",Industrials,Industrial Machinery,,,,,,    ,,
865,ITW,Year 3,12/31/2015," $13,405,000,000 ",13405000000.00," $7,888,000,000 "," $2,417,000,000 ", $-   , -   ,    ," $233,000,000 ",Industrials,Industrial Machinery,,,,,,    ,,
866,ITW,Year 4,12/31/2016," $13,599,000,000 ",13599000000.00," $7,896,000,000 "," $2,415,000,000 ", $-   , -   ,    ," $224,000,000 ",Industrials,Industrial Machinery,,,,,,    ,,
867,IVZ,Year 1,12/31/2012," $4,050,400,000 ",4050400000.00, $-   ," $3,207,800,000 ", $-   , -   ,    , $-   ,Financials,Asset Management & Custody Banks,,,,,,    ,,
868,IVZ,Year 2,12/31/2013," $4,644,600,000 ",4644600000.00, $-   ," $3,524,400,000 ", $-   , -   ,    , $-   ,Financials,Asset Management & Custody Banks,,,,,,    ,,
869,IVZ,Year 3,12/31/2014," $5,147,100,000 ",5147100000.00, $-   ," $3,870,200,000 ", $-   , -   ,    , $-   ,Financials,Asset Management & Custody Banks,,,,,,    ,,
870,IVZ,Year 4,12/31/2015," $5,122,900,000 ",5122900000.00, $-   ," $3,764,500,000 ", $-   , -   ,    , $-   ,Financials,Asset Management & Custody Banks,,,,,,    ,,
871,JBHT,Year 1,12/31/2012," $5,054,980,000 ",5054980000.00," $3,230,857,000 "," $1,064,757,000 ", $-   , -   ,    ," $229,166,000 ",Industrials,Trucking,,,,,,    ,,
872,JBHT,Year 2,12/31/2013," $5,584,571,000 ",5584571000.00," $3,570,801,000 "," $1,183,682,000 ", $-   , -   ,    ," $253,380,000 ",Industrials,Trucking,,,,,,    ,,
873,JBHT,Year 3,12/31/2014," $6,165,441,000 ",6165441000.00," $3,898,403,000 "," $1,341,000,000 ", $-   , -   ,    ," $294,496,000 ",Industrials,Trucking,,,,,,    ,,
874,JBHT,Year 4,12/31/2015," $6,187,646,000 ",6187646000.00," $3,665,578,000 "," $1,466,761,000 ", $-   , -   ,    ," $339,613,000 ",Industrials,Trucking,,,,,,    ,,
